,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
1,1,Real Madrid,LaLiga,£107.33m,17,£57.11m,13,"-55,80 Mill. £",2000.0
2,2,SS Lazio,Serie A,£97.84m,23,£20.34m,16,"-86,11 Mill. £",2000.0
3,3,AS Roma,Serie A,£93.06m,21,£3.02m,17,"-100,04 Mill. £",2000.0
4,4,FC Barcelona,LaLiga,£87.39m,13,£67.32m,12,"-22,30 Mill. £",2000.0
5,5,AC Parma,Serie A,£58.86m,20,£65.45m,22,"7,33 Mill. £",2000.0
6,6,FC Internazionale,Serie A,£58.01m,42,£25.88m,32,"-35,70 Mill. £",2000.0
7,7,Deportivo de La Coruña,LaLiga,£51.62m,23,£35.55m,16,"-17,85 Mill. £",2000.0
8,8,Arsenal FC,Premier League,£50.67m,26,£54.65m,22,"4,43 Mill. £",2000.0
9,9,Paris Saint-Germain,Ligue 1,£48.56m,15,£527k,13,"-53,37 Mill. £",2000.0
10,10,Leeds United,Premier League,£47.84m,10,£10.92m,10,"-41,02 Mill. £",2000.0
11,11,Milan AC,Serie A,£47.70m,28,£7.70m,19,"-44,45 Mill. £",2000.0
12,12,Chelsea FC,Premier League,£47.15m,22,£34.83m,20,"-13,69 Mill. £",2000.0
13,13,Valencia CF,LaLiga,£45.95m,18,£55.13m,16,"10,20 Mill. £",2000.0
14,14,Rangers FC,Scotland,£40.88m,22,£5.85m,12,"-38,93 Mill. £",2000.0
15,15,Stade Rennais FC,Ligue 1,£31.85m,21,£18.00m,12,"-15,39 Mill. £",2000.0
16,16,AS Monaco,Ligue 1,£31.14m,17,£45.44m,14,"15,89 Mill. £",2000.0
17,17,Everton FC,Premier League,£31.03m,19,£32.00m,17,"1,07 Mill. £",2000.0
18,18,Liverpool FC,Premier League,£30.60m,19,£16.15m,16,"-16,06 Mill. £",2000.0
19,19,Middlesbrough FC,Premier League,£29.52m,22,£9.00m,16,"-22,80 Mill. £",2000.0
20,20,Celtic FC,Scotland,£28.10m,18,£9.59m,11,"-20,58 Mill. £",2000.0
21,21,Olympique Lyon,Ligue 1,£25.20m,19,-,11,"-28,00 Mill. £",2000.0
22,22,Borussia Dortmund,Bundesliga,£24.82m,9,£2.07m,7,"-25,28 Mill. £",2000.0
23,23,Galatasaray SK,Süper Lig,£24.80m,19,£5.85m,16,"-21,05 Mill. £",2000.0
24,24,Bayer 04 Leverkusen,Bundesliga,£24.66m,15,£22.10m,12,"-2,85 Mill. £",2000.0
25,25,Newcastle United,Premier League,£23.32m,19,£18.95m,17,"-4,86 Mill. £",2000.0
27,26,Tottenham Hotspur,Premier League,£23.17m,8,£2.21m,12,"-23,29 Mill. £",2000.0
28,27,Juventus FC,Serie A,£21.31m,23,£19.48m,16,"-2,04 Mill. £",2000.0
29,28,Aston Villa,Premier League,£21.06m,16,£18.45m,14,"-2,90 Mill. £",2000.0
30,29,Fenerbahce SK,Süper Lig,£20.49m,21,£14.40m,18,"-6,77 Mill. £",2000.0
31,30,Charlton Athletic,Premier League,£18.72m,15,£479k,16,"-20,27 Mill. £",2000.0
32,31,Manchester City,Premier League,£18.07m,23,£1.32m,25,"-18,61 Mill. £",2000.0
33,32,SSC Napoli,Serie A,£17.16m,31,£1.13m,27,"-17,82 Mill. £",2000.0
34,33,Coventry City,Premier League,£17.10m,14,£23.65m,14,"7,28 Mill. £",2000.0
35,34,Sunderland AFC,Premier League,£17.07m,20,£4.97m,21,"-13,44 Mill. £",2000.0
36,35,ACF Fiorentina,Serie A,£17.06m,13,£36.23m,15,"21,30 Mill. £",2000.0
37,36,SL Benfica,Liga NOS,£16.47m,24,£17.51m,16,"1,15 Mill. £",2000.0
38,37,Villarreal CF,LaLiga,£15.12m,11,-,10,"-16,80 Mill. £",2000.0
39,38,Celta de Vigo,LaLiga,£15.05m,15,£20.70m,10,"6,28 Mill. £",2000.0
40,39,FC Girondins Bordeaux,Ligue 1,£14.45m,14,£22.59m,14,"9,04 Mill. £",2000.0
41,40,Fulham FC,First Division,£14.40m,16,£3.07m,17,"-12,58 Mill. £",2000.0
42,41,Blackburn Rovers,First Division,£13.25m,26,£12.29m,27,"-1,08 Mill. £",2000.0
43,42,PSV Eindhoven,Eredivisie,£12.60m,12,£216k,6,"-13,76 Mill. £",2000.0
44,43,Derby County,Premier League,£11.99m,17,£6.26m,14,"-6,38 Mill. £",2000.0
45,44,Besiktas JK,Süper Lig,£11.93m,21,£518k,15,"-12,68 Mill. £",2000.0
46,45,Olympique Marseille,Ligue 1,£11.57m,23,£27.95m,21,"18,20 Mill. £",2000.0
47,46,Vitesse Arnhem,Eredivisie,£11.49m,18,£6.12m,14,"-5,97 Mill. £",2000.0
48,47,Hellas Verona,Serie A,£10.80m,28,£630k,21,"-11,30 Mill. £",2000.0
49,48,Leicester City,Premier League,£10.58m,18,£8.73m,15,"-2,05 Mill. £",2000.0
50,49,Manchester United,Premier League,£10.53m,9,£8.89m,13,"-1,83 Mill. £",2000.0
51,50,Hamburger SV,Bundesliga,£9.99m,15,£5.11m,13,"-5,43 Mill. £",2000.0
53,51,Real Sociedad,LaLiga,£9.36m,14,-,12,"-10,40 Mill. £",2000.0
54,52,Bayern Munich,Bundesliga,£9.00m,6,£248k,7,"-9,73 Mill. £",2000.0
55,53,West Ham United,Premier League,£8.92m,23,£38.16m,27,"32,48 Mill. £",2000.0
56,54,Crystal Palace,First Division,£8.91m,19,£945k,14,"-8,85 Mill. £",2000.0
57,55,Ipswich Town,Premier League,£8.64m,12,£4.05m,13,"-5,10 Mill. £",2000.0
58,56,Sporting CP,Liga NOS,£8.46m,29,£16.02m,15,"8,40 Mill. £",2000.0
59,57,Bologna FC 1909,Serie A,£7.78m,21,£11.36m,23,"3,99 Mill. £",2000.0
60,58,Olympiacos Piraeus,Super League,£7.39m,13,£7.20m,12,-210 Th. £,2000.0
61,59,RC Strasbourg Alsace,Ligue 1,£7.20m,14,£1.80m,13,"-6,00 Mill. £",2000.0
62,60,RC Lens,Ligue 1,£7.02m,17,£23.40m,19,"18,20 Mill. £",2000.0
63,61,AC Perugia,Serie A,£6.75m,26,£5.40m,28,"-1,50 Mill. £",2000.0
64,62,1.FC Kaiserslautern,Bundesliga,£6.72m,12,£2.07m,8,"-5,17 Mill. £",2000.0
65,63,Wimbledon FC,First Division,£6.30m,22,£23.91m,23,"19,57 Mill. £",2000.0
66,64,West Bromwich Albion,First Division,£6.28m,11,£504k,13,"-6,42 Mill. £",2000.0
67,65,Bradford City,Premier League,£5.94m,15,£7.45m,20,"1,67 Mill. £",2000.0
68,66,SV Werder Bremen,Bundesliga,£5.72m,10,£1.70m,9,"-4,46 Mill. £",2000.0
69,67,Clube de Regatas do Flamengo,Brazil,£5.63m,13,£1.53m,14,"-4,55 Mill. £",2000.0
70,68,UD Las Palmas,LaLiga,£5.13m,14,-,11,"-5,70 Mill. £",2000.0
71,69,Portsmouth FC,First Division,£5.11m,18,£797k,15,"-4,79 Mill. £",2000.0
72,70,Wolverhampton Wanderers,First Division,£4.91m,18,-,13,"-5,45 Mill. £",2000.0
73,71,SK Sturm Graz,Bundesliga,£4.89m,8,-,9,"-5,43 Mill. £",2000.0
74,72,Nottingham Forest,First Division,£4.82m,12,£1.49m,13,"-3,70 Mill. £",2000.0
75,73,Ajax Amsterdam,Eredivisie,£4.77m,16,£17.06m,14,"13,65 Mill. £",2000.0
76,74,Panathinaikos Athens,Super League,£4.76m,11,-,10,"-5,29 Mill. £",2000.0
77,75,1. FC Köln,Bundesliga,£4.52m,11,£1.89m,8,"-2,93 Mill. £",2000.0
79,76,Málaga CF,LaLiga,£4.50m,10,£12.98m,6,"9,42 Mill. £",2000.0
80,77,FC Nantes,Ligue 1,£4.50m,9,£189k,11,"-4,79 Mill. £",2000.0
81,78,Birmingham City,First Division,£4.39m,11,£4.10m,8,-314 Th. £,2000.0
82,79,Feyenoord Rotterdam,Eredivisie,£4.23m,9,£16.74m,12,"13,90 Mill. £",2000.0
83,80,Grasshopper Club Zurich,Super League,£4.05m,11,£5.18m,18,"1,25 Mill. £",2000.0
84,81,Standard Liège,Jupiler Pro League,£4.05m,13,-,14,"-4,50 Mill. £",2000.0
85,82,AEK Athens,Super League,£4.05m,20,-,19,"-4,50 Mill. £",2000.0
86,83,Eintracht Frankfurt,Bundesliga,£3.80m,17,£275k,9,"-3,92 Mill. £",2000.0
87,84,Dynamo Kyiv,Premier Liga,£3.60m,12,£36.18m,12,"36,20 Mill. £",2000.0
88,85,FC Porto,Liga NOS,£3.51m,22,£15.35m,18,"13,15 Mill. £",2000.0
89,86,Preston North End,First Division,£3.17m,12,£1.04m,12,"-2,38 Mill. £",2000.0
90,87,Bolton Wanderers,First Division,£3.15m,24,£14.22m,19,"12,30 Mill. £",2000.0
91,88,Austria Vienna,Bundesliga,£3.02m,19,£1.08m,16,"-2,15 Mill. £",2000.0
92,89,VfB Stuttgart,Bundesliga,£3.02m,13,£855k,17,"-2,40 Mill. £",2000.0
93,90,RSC Anderlecht,Jupiler Pro League,£2.97m,19,£1.71m,10,"-1,40 Mill. £",2000.0
94,91,Watford FC,First Division,£2.95m,6,£23k,11,"-3,25 Mill. £",2000.0
95,92,Udinese Calcio,Serie A,£2.70m,30,-,21,"-3,00 Mill. £",2000.0
96,93,Vicenza Calcio,Serie A,£2.70m,20,-,20,"-3,00 Mill. £",2000.0
97,94,Atlético Madrid,LaLiga2,£2.61m,15,£57.20m,19,"60,65 Mill. £",2000.0
98,95,TSV 1860 Munich,Bundesliga,£2.61m,11,£950k,11,"-1,85 Mill. £",2000.0
99,96,AS Saint-Étienne,Ligue 1,£2.57m,11,£180k,13,"-2,65 Mill. £",2000.0
100,97,AJ Auxerre,Ligue 1,£2.52m,9,£5.49m,12,"3,30 Mill. £",2000.0
101,98,Reggina Calcio,Serie A,£2.48m,27,£6.75m,21,"4,75 Mill. £",2000.0
102,99,VfL Bochum,Bundesliga,£2.43m,10,£630k,6,"-2,00 Mill. £",2000.0
103,100,AZ Alkmaar,Eredivisie,£2.30m,11,£4.86m,7,"2,85 Mill. £",2000.0
105,101,AS Bari,Serie A,£2.25m,19,-,11,"-2,50 Mill. £",2000.0
106,102,FC Twente Enschede,Eredivisie,£2.23m,11,-,12,"-2,48 Mill. £",2000.0
107,103,São Paulo Futebol Clube,Brazil,£2.21m,16,£10.35m,21,"9,05 Mill. £",2000.0
108,104,SpVgg Unterhaching,Bundesliga,£2.16m,11,£405k,7,"-1,95 Mill. £",2000.0
109,105,PAOK Thessaloniki,Super League,£2.12m,17,£1.44m,14,-750 Th. £,2000.0
110,106,Rosenborg BK,Eliteserien,£2.11m,8,£11.16m,12,"10,06 Mill. £",2000.0
111,107,Chievo Verona,Serie B,£2.09m,25,-,21,"-2,33 Mill. £",2000.0
112,108,FC Basel 1893,Super League,£1.94m,21,£1.35m,14,-650 Th. £,2000.0
113,109,Rayo Vallecano,LaLiga,£1.80m,16,£3.78m,14,"2,20 Mill. £",2000.0
114,110,Al-Ittihad Jeddah,Saudi Arabia,£1.80m,5,-,3,"-2,00 Mill. £",2000.0
115,111,Real Zaragoza,LaLiga,£1.67m,9,£22.50m,10,"23,14 Mill. £",2000.0
116,112,Cardiff City,Wales,£1.66m,14,-,10,"-1,85 Mill. £",2000.0
117,113,Lokomotiv Moscow,Premier Liga,£1.62m,7,£3.38m,9,"1,95 Mill. £",2000.0
118,114,Racing Santander,LaLiga,£1.58m,11,£12.51m,8,"12,15 Mill. £",2000.0
119,115,FC Schalke 04,Bundesliga,£1.58m,9,£3.33m,4,"1,95 Mill. £",2000.0
120,116,Roda JC Kerkrade,Eredivisie,£1.58m,7,£11.43m,9,"10,95 Mill. £",2000.0
121,117,Denizlispor,Süper Lig,£1.35m,34,£7.65m,23,"7,00 Mill. £",2000.0
122,118,SC Bastia,Ligue 1,£1.35m,5,-,8,"-1,50 Mill. £",2000.0
123,119,Cruzeiro Esporte Clube,Brazil,£1.35m,11,-,10,"-1,50 Mill. £",2000.0
124,120,Burnley FC,First Division,£1.35m,10,£203k,14,"-1,28 Mill. £",2000.0
125,121,FC Energie Cottbus,Bundesliga,£1.32m,17,£653k,15,-744 Th. £,2000.0
126,122,FC Hansa Rostock,Bundesliga,£1.29m,4,£203k,5,"-1,21 Mill. £",2000.0
127,123,Gillingham FC,First Division,£1.28m,9,-,4,"-1,43 Mill. £",2000.0
128,124,Arminia Bielefeld,2.Bundesliga,£1.28m,14,£2.08m,15,893 Th. £,2000.0
129,125,Dinamo Moscow,Premier Liga,£1.22m,13,-,12,"-1,35 Mill. £",2000.0
131,126,SSV Ulm 1846,2.Bundesliga,£1.18m,14,£963k,9,-240 Th. £,2000.0
132,127,Dundee United FC,Scotland,£1.17m,25,£72k,22,"-1,23 Mill. £",2000.0
133,128,Akademisk Boldklub,Denmark,£1.15m,12,£1.98m,5,925 Th. £,2000.0
134,129,Trujillanos FC,Venezuela,£1.13m,1,-,0,"-1,25 Mill. £",2000.0
135,130,ES Troyes AC,Ligue 1,£1.10m,12,-,6,"-1,22 Mill. £",2000.0
136,131,MSV Duisburg,2.Bundesliga,£1.09m,15,£972k,16,-131 Th. £,2000.0
137,132,JEF United Chiba,J1 - 2nd Stage,£1.08m,9,-,13,"-1,20 Mill. £",2000.0
138,133,FC Tirol Innsbruck,Bundesliga,£1.08m,13,-,11,"-1,20 Mill. £",2000.0
139,134,Trabzonspor,Süper Lig,£1.08m,38,£900k,29,-200 Th. £,2000.0
140,135,Fortuna Sittard,Eredivisie,£1.08m,14,-,10,"-1,20 Mill. £",2000.0
141,136,Barnsley FC,First Division,£1.01m,20,£4.08m,18,"3,41 Mill. £",2000.0
142,137,Racing Club,Argentina,£990k,13,£4.69m,12,"4,11 Mill. £",2000.0
143,138,SC Heerenveen,Eredivisie,£990k,12,£486k,10,-560 Th. £,2000.0
144,139,Reading FC,England,£979k,16,-,17,"-1,09 Mill. £",2000.0
145,140,Bristol City,England,£945k,12,£33k,13,"-1,01 Mill. £",2000.0
146,141,Hannover 96,2.Bundesliga,£932k,17,£1.56m,13,695 Th. £,2000.0
147,142,Gaziantepspor,Süper Lig,£900k,17,£1.35m,17,500 Th. £,2000.0
148,143,FC Paços de Ferreira,Liga NOS,£900k,9,-,6,"-1,00 Mill. £",2000.0
149,144,FC Utrecht,Eredivisie,£900k,10,£2.48m,11,"1,75 Mill. £",2000.0
150,145,Cagliari Calcio,Serie B,£900k,16,£22.32m,14,"23,80 Mill. £",2000.0
151,146,Royal Antwerp FC,Jupiler Pro League,£900k,19,£1.35m,13,500 Th. £,2000.0
152,147,Sociedade Esportiva Palmeiras,Brazil,£855k,23,£810k,13,-50 Th. £,2000.0
153,148,Borussia Mönchengladbach,2.Bundesliga,£837k,11,£2.78m,11,"2,16 Mill. £",2000.0
154,149,Club Atlético San Lorenzo de Almagro,Argentina,£810k,15,-,17,-900 Th. £,2000.0
155,150,Iraklis Thessaloniki,Super League,£810k,16,-,14,-900 Th. £,2000.0
157,151,SC Freiburg,Bundesliga,£765k,11,£1.51m,7,830 Th. £,2000.0
158,152,Queens Park Rangers,First Division,£729k,22,£68k,18,-735 Th. £,2000.0
159,153,Bristol Rovers,England,£724k,17,£3.32m,17,"2,88 Mill. £",2000.0
160,154,Torpedo Moscow,Premier Liga,£720k,9,-,9,-800 Th. £,2000.0
161,155,Spartak Moscow,Premier Liga,£720k,14,£450k,13,-300 Th. £,2000.0
162,156,Calcio Catania,Serie C - B,£720k,34,-,28,-800 Th. £,2000.0
163,157,Stockport County,First Division,£716k,19,£2.67m,15,"2,17 Mill. £",2000.0
164,158,Dunfermline Athletic FC,Scotland,£704k,22,£140k,16,-627 Th. £,2000.0
165,159,Panionios Athens,Super League,£630k,20,£180k,18,-500 Th. £,2000.0
166,160,Julius Berger Lagos,Nigeria,£630k,4,-,4,-700 Th. £,2000.0
167,161,Boavista Porto FC,Liga NOS,£630k,20,-,19,-700 Th. £,2000.0
168,162,Sport Club Corinthians Paulista,Brazil,£630k,16,-,15,-700 Th. £,2000.0
169,163,Steaua Bukarest,Romania,£630k,11,£288k,11,-380 Th. £,2000.0
170,164,CSKA Moscow,Premier Liga,£630k,13,£225k,13,-450 Th. £,2000.0
171,165,Norwich City,First Division,£608k,12,£8.96m,16,"9,28 Mill. £",2000.0
172,166,Sheffield Wednesday,First Division,£608k,17,£4.64m,24,"4,48 Mill. £",2000.0
173,167,NK Marsonia Slavonski Brod,Croatia,£585k,4,-,5,-650 Th. £,2000.0
174,168,Wigan Athletic,England,£563k,8,-,14,-625 Th. £,2000.0
175,169,Clube Náutico Capibaribe,Brazil,£540k,4,-,3,-600 Th. £,2000.0
176,170,Huddersfield Town,First Division,£540k,12,£394k,14,-162 Th. £,2000.0
177,171,Córdoba CF,LaLiga2,£540k,9,-,14,-600 Th. £,2000.0
178,172,SV Waldhof Mannheim,2.Bundesliga,£540k,18,£25k,21,-572 Th. £,2000.0
179,173,OFK Beograd,Serbia,£540k,21,-,4,-600 Th. £,2000.0
180,174,Wisla Kraków,Ekstraklasa,£540k,14,-,12,-600 Th. £,2000.0
181,175,Dinamo Bukarest,Romania,£540k,17,£9k,23,-590 Th. £,2000.0
183,176,OGC Nice,Ligue 2,£540k,17,-,17,-600 Th. £,2000.0
184,177,St. Mirren FC,Scotland,£540k,8,£20k,4,-578 Th. £,2000.0
185,178,Wrexham AFC,Wales,£540k,11,-,7,-600 Th. £,2000.0
186,179,Luton Town,England,£534k,17,£900k,7,407 Th. £,2000.0
187,180,Notts County,England,£508k,13,£41k,12,-519 Th. £,2000.0
188,181,Aalborg BK,Denmark,£486k,6,-,9,-540 Th. £,2000.0
189,182,1.FSV Mainz 05,2.Bundesliga,£466k,13,£342k,18,-138 Th. £,2000.0
190,183,Heart of Midlothian FC,Scotland,£459k,18,£2.36m,19,"2,12 Mill. £",2000.0
191,184,Neuchâtel Xamax,Auf-/Abstiegsrunde NLA/NLB,£450k,15,-,16,-500 Th. £,2000.0
192,185,FC Crotone,Serie B,£450k,19,-,18,-500 Th. £,2000.0
193,186,Samsunspor,Süper Lig,£450k,13,£6.53m,13,"6,75 Mill. £",2000.0
194,187,FC St. Gallen 1879,Super League,£450k,8,£3.54m,4,"3,43 Mill. £",2000.0
195,188,SK Brann,Eliteserien,£450k,3,-,5,-500 Th. £,2000.0
196,189,MKE Ankaragücü,Süper Lig,£450k,25,-,24,-500 Th. £,2000.0
197,190,Malatyaspor,Turkey,£450k,12,-,5,-500 Th. £,2000.0
198,191,Stabæk Fotball,Eliteserien,£450k,7,-,3,-500 Th. £,2000.0
199,192,Rot-Weiß Oberhausen,2.Bundesliga,£450k,13,-,12,-500 Th. £,2000.0
200,193,Yunnan Hongta,China,£414k,4,-,2,-460 Th. £,2000.0
201,194,FC Groningen,Eredivisie,£405k,9,-,7,-450 Th. £,2000.0
202,195,SpVgg Greuther Fürth,2.Bundesliga,£405k,15,£824k,11,465 Th. £,2000.0
203,196,Maccabi Tel Aviv,Israel,£405k,11,-,12,-450 Th. £,2000.0
204,197,NAC Breda,Eredivisie,£405k,11,-,9,-450 Th. £,2000.0
205,198,KAA Gent,Jupiler Pro League,£378k,18,£4.05m,14,"4,08 Mill. £",2000.0
206,199,Club Brugge KV,Jupiler Pro League,£378k,13,£3.65m,11,"3,63 Mill. £",2000.0
207,200,Tranmere Rovers,First Division,£374k,10,-,10,-415 Th. £,2000.0
209,201,Club Atlético Boca Juniors,Argentina,£360k,23,£31.29m,24,"34,37 Mill. £",2000.0
210,202,1.FC Nuremberg,2.Bundesliga,£360k,11,£284k,12,-85 Th. £,2000.0
211,203,Shenyang Zhongze,China,£360k,1,-,2,-400 Th. £,2000.0
212,204,Grimsby Town,First Division,£360k,15,£315k,9,-50 Th. £,2000.0
213,205,Jura Sud Foot,France,£360k,2,-,3,-400 Th. £,2000.0
214,206,Germinal Beerschot Antwerpen,Jupiler Pro League,£360k,15,-,9,-400 Th. £,2000.0
215,207,Grêmio Foot-Ball Porto Alegrense,Brazil,£360k,17,-,10,-400 Th. £,2000.0
216,208,Hibernian FC,Scotland,£360k,22,£3.65m,13,"3,65 Mill. £",2000.0
217,209,KV Mechelen,Jupiler Pro League,£360k,13,£1.01m,9,725 Th. £,2000.0
218,210,Pogon Szczecin,Ekstraklasa,£360k,19,-,12,-400 Th. £,2000.0
219,211,Suwon Samsung Bluewings FC,K League 1,£351k,12,-,11,-390 Th. £,2000.0
220,212,Maccabi Haifa,Israel,£338k,9,-,3,-375 Th. £,2000.0
221,213,RKC Waalwijk,Eredivisie,£338k,11,£3.87m,12,"3,93 Mill. £",2000.0
222,214,Club Atlético Chacarita Juniors,Argentina,£333k,14,-,15,-370 Th. £,2000.0
223,215,Swindon Town,England,£325k,15,-,10,-361 Th. £,2000.0
224,216,FC Sochaux-Montbéliard,Ligue 2,£315k,9,£2.43m,11,"2,35 Mill. £",2000.0
225,217,Rapid Vienna,Bundesliga,£315k,6,-,6,-350 Th. £,2000.0
226,218,Sheffield United,First Division,£315k,20,£5.22m,18,"5,45 Mill. £",2000.0
227,219,LOSC Lille,Ligue 1,£315k,11,-,7,-350 Th. £,2000.0
228,220,Karlsruher SC,Regionalliga Süd,£297k,16,£450k,27,170 Th. £,2000.0
229,221,1.FC Saarbrücken,2.Bundesliga,£297k,18,£68k,13,-255 Th. £,2000.0
230,222,Stuttgarter Kickers,2.Bundesliga,£293k,11,£207k,13,-95 Th. £,2000.0
231,223,Alemannia Aachen,2.Bundesliga,£293k,13,-,14,-325 Th. £,2000.0
232,224,LR Ahlen,2.Bundesliga,£284k,17,-,10,-315 Th. £,2000.0
233,225,AC Arezzo,Serie C - A,£270k,25,-,25,-300 Th. £,2000.0
235,226,FC Lugano,Super League,£270k,7,-,14,-300 Th. £,2000.0
236,227,FC Koper,Prva Liga,£270k,13,-,4,-300 Th. £,2000.0
237,228,Torino Calcio,Serie B,£270k,24,£675k,19,450 Th. £,2000.0
238,229,FC Litex Lovetch,Bulgaria,£270k,3,£5.22m,10,"5,50 Mill. £",2000.0
239,230,St. Johnstone FC,Scotland,£270k,10,£918k,11,720 Th. £,2000.0
240,231,Feyenoord/Excelsior U19,Netherlands,£270k,4,-,3,-300 Th. £,2000.0
241,232,NK Zagreb,Croatia,£270k,11,£1.71m,6,"1,60 Mill. £",2000.0
242,233,Stoke City,England,£270k,19,£203k,16,-75 Th. £,2000.0
243,234,FC Midtjylland,Denmark,£248k,6,-,5,-275 Th. £,2000.0
244,235,Zenit St. Petersburg,Premier Liga,£243k,9,£1.80m,6,"1,73 Mill. £",2000.0
245,236,Brentford FC,England,£230k,12,-,7,-255 Th. £,2000.0
246,237,Saturn Ramenskoe,Premier Liga,£225k,10,£180k,12,-50 Th. £,2000.0
247,238,HNK Hajduk Split,Croatia,£225k,8,£765k,19,600 Th. £,2000.0
248,239,Lokomotiv Sofia,Bulgaria,£225k,7,£1.80m,8,"1,75 Mill. £",2000.0
249,240,1.FC Union Berlin,Regionalliga Nord,£216k,13,-,15,-240 Th. £,2000.0
250,241,Rochdale AFC,England,£203k,9,-,5,-225 Th. £,2000.0
251,242,Rotherham United,England,£203k,9,-,9,-225 Th. £,2000.0
252,243,VfL Wolfsburg,Bundesliga,£198k,10,£1.20m,11,"1,11 Mill. £",2000.0
253,244,Walsall FC,England,£191k,14,£622k,12,479 Th. £,2000.0
254,245,Plymouth Argyle,England,£180k,14,£14k,11,-185 Th. £,2000.0
255,246,Kocaelispor,Süper Lig,£180k,26,£900k,22,800 Th. £,2000.0
256,247,Rotor Volgograd,Premier Liga,£180k,7,-,4,-200 Th. £,2000.0
257,248,Spezia Calcio 1906,Serie C - A,£180k,11,-,11,-200 Th. £,2000.0
258,249,NK Maribor,Prva Liga,£180k,7,£270k,7,100 Th. £,2000.0
259,250,RCD Espanyol Barcelona,LaLiga,£180k,10,-,6,-200 Th. £,2000.0
261,1,Juventus FC,Serie A,£156.23m,23,£125.06m,19,"-34,63 Mill. £",2001.0
262,2,Milan AC,Serie A,£127.97m,27,£18.63m,22,"-121,49 Mill. £",2001.0
263,3,SS Lazio,Serie A,£125.33m,16,£102.87m,14,"-24,95 Mill. £",2001.0
264,4,FC Internazionale,Serie A,£97.82m,34,£41.71m,29,"-62,34 Mill. £",2001.0
265,5,FC Barcelona,LaLiga,£83.79m,13,£28.53m,10,"-61,40 Mill. £",2001.0
266,6,Manchester United,Premier League,£77.27m,20,£39.24m,16,"-42,25 Mill. £",2001.0
267,7,Real Madrid,LaLiga,£69.75m,13,-,11,"-77,50 Mill. £",2001.0
268,8,AC Parma,Serie A,£69.50m,34,£135.78m,28,"73,64 Mill. £",2001.0
269,9,Fulham FC,Premier League,£45.54m,14,£923k,13,"-49,58 Mill. £",2001.0
270,10,AS Roma,Serie A,£43.16m,21,£48.30m,20,"5,71 Mill. £",2001.0
271,11,Borussia Dortmund,Bundesliga,£42.84m,11,£19.04m,8,"-26,45 Mill. £",2001.0
272,12,Leeds United,Premier League,£41.67m,11,£4.12m,14,"-41,73 Mill. £",2001.0
273,13,Chelsea FC,Premier League,£40.32m,12,£11.90m,14,"-31,58 Mill. £",2001.0
274,14,Arsenal FC,Premier League,£29.42m,22,£10.80m,15,"-20,69 Mill. £",2001.0
275,15,Blackburn Rovers,Premier League,£29.12m,23,£9.61m,25,"-21,68 Mill. £",2001.0
276,16,Newcastle United,Premier League,£28.43m,18,£5.82m,21,"-25,12 Mill. £",2001.0
277,17,Liverpool FC,Premier League,£28.17m,9,£25.79m,11,"-2,65 Mill. £",2001.0
278,18,Deportivo de La Coruña,LaLiga,£26.01m,16,-,12,"-28,90 Mill. £",2001.0
279,19,Olympique Lyon,Ligue 1,£25.47m,8,£25.90m,8,480 Th. £,2001.0
280,20,Tottenham Hotspur,Premier League,£25.25m,10,£8.78m,9,"-18,30 Mill. £",2001.0
281,21,Sunderland AFC,Premier League,£25.16m,17,£11.55m,15,"-15,12 Mill. £",2001.0
282,22,Aston Villa,Premier League,£23.49m,15,£15.19m,16,"-9,23 Mill. £",2001.0
283,23,Paris Saint-Germain,Ligue 1,£22.57m,29,£15.50m,26,"-7,86 Mill. £",2001.0
284,24,Olympique Marseille,Ligue 1,£22.32m,46,£17.15m,40,"-5,75 Mill. £",2001.0
285,25,West Ham United,Premier League,£20.89m,14,£16.31m,15,"-5,09 Mill. £",2001.0
287,26,Middlesbrough FC,Premier League,£20.43m,21,£4.86m,23,"-17,31 Mill. £",2001.0
288,27,AS Monaco,Ligue 1,£19.80m,24,£33.35m,18,"15,05 Mill. £",2001.0
289,28,Bayern Munich,Bundesliga,£19.08m,7,£8.42m,4,"-11,85 Mill. £",2001.0
290,29,SL Benfica,Portugal,£18.90m,35,£18.07m,25,-920 Th. £,2001.0
291,30,Stade Rennais FC,Ligue 1,£18.56m,18,£1.49m,11,"-18,97 Mill. £",2001.0
292,31,Ipswich Town,Premier League,£18.20m,23,£12.15m,15,"-6,73 Mill. £",2001.0
293,32,Southampton FC,Premier League,£17.42m,16,£13.01m,13,"-4,90 Mill. £",2001.0
294,33,Wolverhampton Wanderers,First Division,£16.85m,19,£1.22m,20,"-17,37 Mill. £",2001.0
295,34,Rangers FC,Scotland,£16.52m,17,£31.41m,21,"16,55 Mill. £",2001.0
296,35,Manchester City,First Division,£16.39m,16,£5.94m,17,"-11,61 Mill. £",2001.0
297,36,Panathinaikos Athens,Super League,£16.34m,11,£338k,14,"-17,79 Mill. £",2001.0
298,37,Leicester City,Premier League,£16.29m,18,£2.73m,16,"-15,07 Mill. £",2001.0
299,38,Real Sociedad,LaLiga,£16.20m,17,-,14,"-18,00 Mill. £",2001.0
300,39,Hertha BSC,Bundesliga,£15.71m,12,£2.48m,9,"-14,70 Mill. £",2001.0
