,Rank,Team,League,Expenditures,Arrivals,Incomes,Departures,Net Balance,Year
569,48,Fenerbahce SK,Süper Lig,£18.45m,12,-,9,"-20,50 Mill. £",2008.0
570,49,Trabzonspor,Süper Lig,£18.29m,45,£1.13m,36,"-19,07 Mill. £",2008.0
571,50,OGC Nice,Ligue 1,£18.23m,17,£32.31m,14,"15,65 Mill. £",2008.0
573,51,Udinese Calcio,Serie A,£18.09m,73,£31.41m,54,"14,80 Mill. £",2008.0
574,52,PSV Eindhoven,Eredivisie,£17.82m,22,£20.70m,17,"3,20 Mill. £",2008.0
575,53,Cagliari Calcio,Serie A,£17.10m,19,£1.04m,21,"-17,86 Mill. £",2008.0
576,54,LOSC Lille,Ligue 1,£16.65m,19,£18.27m,18,"1,80 Mill. £",2008.0
577,55,Hull City,Premier League,£16.15m,26,-,18,"-17,95 Mill. £",2008.0
578,56,Getafe CF,LaLiga,£15.75m,15,£7.20m,15,"-9,50 Mill. £",2008.0
579,57,CF América,Liga MX Clausura,£15.35m,23,-,23,"-17,05 Mill. £",2008.0
580,58,Besiktas JK,Süper Lig,£14.90m,33,£720k,25,"-15,75 Mill. £",2008.0
581,59,AC Siena,Serie A,£14.76m,51,£8.42m,37,"-7,05 Mill. £",2008.0
582,60,West Ham United,Premier League,£14.40m,28,£61.95m,31,"52,83 Mill. £",2008.0
583,61,FC Schalke 04,Bundesliga,£14.18m,9,£8.10m,11,"-6,75 Mill. £",2008.0
584,62,Atalanta BC,Serie A,£13.91m,43,£12.51m,34,"-1,55 Mill. £",2008.0
585,63,Parma FC,Serie B,£13.83m,40,£26.01m,35,"13,53 Mill. £",2008.0
586,64,UD Almería,LaLiga,£13.05m,16,£7.20m,10,"-6,50 Mill. £",2008.0
587,65,Le Mans Union Club 72,Ligue 1,£12.87m,14,£20.34m,16,"8,30 Mill. £",2008.0
588,66,RCD Espanyol Barcelona,LaLiga,£12.87m,13,£16.74m,13,"4,30 Mill. £",2008.0
589,67,Stade Rennais FC,Ligue 1,£12.60m,25,£10.76m,15,"-2,05 Mill. £",2008.0
590,68,Borussia Dortmund,Bundesliga,£12.38m,16,£11.07m,19,"-1,45 Mill. £",2008.0
591,69,Dynamo Kyiv,Premier Liga,£12.24m,28,£2.75m,20,"-10,55 Mill. £",2008.0
592,70,Rubin Kazan,Premier Liga,£11.75m,16,£1.08m,15,"-11,85 Mill. £",2008.0
593,71,Middlesbrough FC,Premier League,£11.52m,19,£7.85m,18,"-4,08 Mill. £",2008.0
594,72,Spartak Moscow,Premier Liga,£11.43m,14,£17.55m,14,"6,80 Mill. £",2008.0
595,73,Shakhtar Donetsk,Premier Liga,£11.14m,19,£8.64m,12,"-2,78 Mill. £",2008.0
596,74,Sport Club Internacional,Série A,£11.06m,56,£28.98m,59,"19,92 Mill. £",2008.0
597,75,Al Arabi Sports Club,Qatar,£10.98m,4,-,4,"-12,20 Mill. £",2008.0
599,76,Galatasaray SK,Süper Lig,£10.80m,38,£5.54m,23,"-5,85 Mill. £",2008.0
600,77,TSG 1899 Hoffenheim,Bundesliga,£10.76m,11,£113k,17,"-11,83 Mill. £",2008.0
601,78,Blackburn Rovers,Premier League,£10.51m,26,£23.85m,29,"14,82 Mill. £",2008.0
602,79,Celtic FC,Premiership,£10.31m,21,£900k,18,"-10,46 Mill. £",2008.0
603,80,Al Sadd Sports Club,Qatar,£9.54m,8,£3.15m,8,"-7,10 Mill. £",2008.0
604,81,Al-Hilal Riyadh,Saudi Arabia,£9.54m,11,£675k,13,"-9,85 Mill. £",2008.0
605,82,Al-Jazira (Abu Dhabi),United Arab Emirates,£9.45m,13,-,5,"-10,50 Mill. £",2008.0
606,83,AS Nancy-Lorraine,Ligue 1,£9.45m,18,£13.86m,16,"4,90 Mill. £",2008.0
607,84,Paris Saint-Germain,Ligue 1,£9.45m,22,£19.58m,16,"11,25 Mill. £",2008.0
608,85,Bayer 04 Leverkusen,Bundesliga,£9.23m,20,£3.60m,15,"-6,25 Mill. £",2008.0
609,86,RCD Mallorca,LaLiga,£9.21m,26,£29.16m,23,"22,17 Mill. £",2008.0
610,87,Al-Ain FC,United Arab Emirates,£9.00m,10,£900k,8,"-9,00 Mill. £",2008.0
611,88,Club Brugge KV,Jupiler Pro League,£8.91m,20,-,15,"-9,90 Mill. £",2008.0
612,89,FC Toulouse,Ligue 1,£8.82m,21,£20.25m,20,"12,70 Mill. £",2008.0
613,90,Sporting CP,Liga NOS,£8.69m,43,-,29,"-9,65 Mill. £",2008.0
614,91,VfB Stuttgart,Bundesliga,£8.64m,15,£11.79m,14,"3,50 Mill. £",2008.0
615,92,AS Saint-Étienne,Ligue 1,£8.55m,22,£9.90m,14,"1,50 Mill. £",2008.0
616,93,Al Gharafa Sports Club,Qatar,£8.55m,6,£225k,5,"-9,25 Mill. £",2008.0
617,94,Politehnica Timisoara,Liga 1,£8.48m,58,£1.67m,48,"-7,56 Mill. £",2008.0
618,95,CSKA Moscow,Premier Liga,£8.37m,6,£27.09m,6,"20,80 Mill. £",2008.0
619,96,Deportivo de La Coruña,LaLiga,£8.28m,24,£18.16m,21,"10,98 Mill. £",2008.0
620,97,FK Moskau,Premier Liga,£8.24m,16,£11.85m,16,"4,02 Mill. £",2008.0
621,98,US Lecce,Serie A,£8.19m,36,£2.21m,30,"-6,65 Mill. £",2008.0
622,99,SC Heerenveen,Eredivisie,£8.19m,31,£22.59m,24,"16,00 Mill. £",2008.0
623,100,Borussia Mönchengladbach,Bundesliga,£8.15m,15,£603k,11,"-8,38 Mill. £",2008.0
625,101,Wolverhampton Wanderers,Championship,£8.03m,32,£6.47m,36,"-1,73 Mill. £",2008.0
626,102,Al Rayyan Sports Club,Qatar,£7.79m,12,£2.07m,11,"-6,36 Mill. £",2008.0
627,103,FC Copenhagen,Superligaen,£7.79m,12,£3.72m,10,"-4,52 Mill. £",2008.0
628,104,FC Nantes,Ligue 1,£7.74m,24,£5.94m,21,"-2,00 Mill. £",2008.0
629,105,Steaua Bukarest,Liga 1,£7.74m,30,£9.18m,23,"1,60 Mill. £",2008.0
630,106,Al-Ahli Dubai Club,United Arab Emirates,£7.58m,7,-,3,"-8,43 Mill. £",2008.0
631,107,AJ Auxerre,Ligue 1,£7.56m,17,£3.06m,12,"-5,00 Mill. £",2008.0
632,108,Club Estudiantes de La Plata,Torneo Final,£7.52m,24,£8.50m,21,"1,09 Mill. £",2008.0
633,109,Dnipro Dnipropetrovsk,Premier Liga,£7.38m,28,£360k,22,"-7,80 Mill. £",2008.0
634,110,FC Twente Enschede,Eredivisie,£7.29m,12,£15.03m,12,"8,60 Mill. £",2008.0
635,111,KRC Genk,Jupiler Pro League,£7.29m,13,£3.65m,14,"-4,05 Mill. £",2008.0
636,112,FC Groningen,Eredivisie,£7.23m,8,£3.87m,12,"-3,73 Mill. £",2008.0
637,113,FC Girondins Bordeaux,Ligue 1,£7.11m,17,£2.25m,16,"-5,40 Mill. £",2008.0
638,114,GNK Dinamo Zagreb,1.HNL,£7.07m,30,£28.29m,27,"23,58 Mill. £",2008.0
639,115,Valenciennes FC,Ligue 1,£7.02m,14,£9.18m,14,"2,40 Mill. £",2008.0
640,116,Dinamo Moscow,Premier Liga,£6.93m,6,£31.77m,7,"27,60 Mill. £",2008.0
641,117,SM Caen,Ligue 1,£6.88m,16,£7.03m,12,175 Th. £,2008.0
642,118,AEK Athens,Super League,£6.75m,35,£6.22m,32,-590 Th. £,2008.0
643,119,Reggina Calcio,Serie A,£6.62m,45,£9.16m,34,"2,83 Mill. £",2008.0
644,120,1. FC Köln,Bundesliga,£6.44m,13,£675k,14,"-6,40 Mill. £",2008.0
645,121,Rapid Bucharest,Liga 1,£6.21m,21,£7.47m,23,"1,40 Mill. £",2008.0
646,122,RSC Anderlecht,Jupiler Pro League,£6.21m,24,£10.63m,20,"4,92 Mill. £",2008.0
647,123,CFR Cluj,Liga 1,£6.17m,28,£2.32m,25,"-4,27 Mill. £",2008.0
648,124,Sheffield United,Championship,£6.08m,36,£11.68m,41,"6,22 Mill. £",2008.0
649,125,Sport Club Corinthians Paulista,Série A,£6.03m,62,£4.34m,59,"-1,88 Mill. £",2008.0
651,126,Eintracht Frankfurt,Bundesliga,£5.99m,9,£918k,7,"-5,63 Mill. £",2008.0
652,127,Valencia CF,LaLiga,£5.94m,31,£10.08m,21,"4,60 Mill. £",2008.0
653,128,FC Sochaux-Montbéliard,Ligue 1,£5.90m,26,£5.22m,19,-750 Th. £,2008.0
654,129,Hannover 96,Bundesliga,£5.76m,12,£2.82m,9,"-3,27 Mill. £",2008.0
655,130,Hertha BSC,Bundesliga,£5.76m,18,£2.61m,14,"-3,50 Mill. £",2008.0
656,131,Metalist Kharkiv,Premier Liga,£5.47m,14,-,16,"-6,08 Mill. £",2008.0
657,132,FC Vaslui,Liga 1,£5.46m,26,£1.58m,20,"-4,32 Mill. £",2008.0
658,133,SV Werder Bremen,Bundesliga,£5.22m,15,£3.06m,11,"-2,40 Mill. £",2008.0
659,134,Jaguares de Chiapas,Liga MX Clausura,£5.13m,29,-,27,"-5,70 Mill. £",2008.0
660,135,Desportivo Brasil Ltda (SP),Brazil,£5.11m,69,£7.20m,59,"2,32 Mill. £",2008.0
661,136,Nottingham Forest,Championship,£5.06m,29,£1.44m,33,"-4,02 Mill. £",2008.0
662,137,Calcio Catania,Serie A,£4.95m,31,£11.07m,25,"6,80 Mill. £",2008.0
663,138,Ipswich Town,Championship,£4.94m,33,£1.64m,33,"-3,67 Mill. £",2008.0
664,139,Al-Ittihad Jeddah,Saudi Arabia,£4.91m,8,-,7,"-5,45 Mill. £",2008.0
665,140,RC Lens,Ligue 2,£4.77m,18,£18.90m,20,"15,70 Mill. £",2008.0
666,141,AS Monaco,Ligue 1,£4.68m,35,£20.39m,21,"17,45 Mill. £",2008.0
667,142,Feyenoord Rotterdam,Eredivisie,£4.64m,26,-,13,"-5,15 Mill. £",2008.0
668,143,CA Osasuna,LaLiga,£4.55m,18,£4.28m,16,-300 Th. £,2008.0
669,144,1.FC Nuremberg,2.Bundesliga,£4.55m,22,£12.20m,23,"8,50 Mill. £",2008.0
670,145,AS Livorno,Serie B,£4.50m,17,£13.73m,23,"10,25 Mill. £",2008.0
671,146,Recreativo Huelva,LaLiga,£4.49m,15,£12.87m,23,"9,31 Mill. £",2008.0
672,147,Derby County,Championship,£4.37m,45,£6.93m,43,"2,85 Mill. £",2008.0
673,148,Bristol City,Championship,£4.30m,21,£1.69m,25,"-2,91 Mill. £",2008.0
674,149,VfL Bochum,Bundesliga,£4.28m,12,£7k,12,"-4,74 Mill. £",2008.0
675,150,AS Bari,Serie B,£4.25m,48,£1.35m,35,"-3,22 Mill. £",2008.0
677,151,Dinamo Bukarest,Liga 1,£4.10m,35,£8.51m,26,"4,90 Mill. £",2008.0
678,152,Gamba Osaka,J1 League,£4.05m,14,£5.40m,11,"1,50 Mill. £",2008.0
679,153,Amkar Perm,Premier Liga,£3.96m,14,£900k,10,"-3,40 Mill. £",2008.0
680,154,Rosenborg BK,Eliteserien,£3.93m,9,£3.60m,10,-370 Th. £,2008.0
681,155,FC Basel 1893,Super League,£3.74m,21,£2.52m,16,"-1,35 Mill. £",2008.0
682,156,Red Bull Salzburg,Bundesliga,£3.69m,17,£2.70m,13,"-1,10 Mill. £",2008.0
683,157,CSD Colo Colo,Primera División,£3.68m,20,£1.44m,24,"-2,48 Mill. £",2008.0
684,158,Burnley FC,Championship,£3.63m,18,£4.05m,19,470 Th. £,2008.0
685,159,Queens Park Rangers,Championship,£3.62m,31,£1.40m,26,"-2,48 Mill. £",2008.0
686,160,Crystal Palace,Championship,£3.61m,27,£5.40m,29,"1,99 Mill. £",2008.0
687,161,Santos Laguna,Liga MX Clausura,£3.60m,16,£4.10m,12,550 Th. £,2008.0
688,162,Kyoto Sanga,J1 League,£3.60m,15,-,19,"-4,00 Mill. £",2008.0
689,163,HNK Hajduk Split,1.HNL,£3.53m,41,£2.68m,26,-940 Th. £,2008.0
690,164,Chievo Verona,Serie A,£3.51m,43,£1.35m,32,"-2,40 Mill. £",2008.0
691,165,Coventry City,Championship,£3.51m,25,£1.11m,30,"-2,67 Mill. £",2008.0
692,166,Shanghai Shenhua,Super League,£3.47m,8,-,9,"-3,85 Mill. £",2008.0
693,167,Racing Santander,LaLiga,£3.42m,25,£15.75m,24,"13,70 Mill. £",2008.0
694,168,Racing Club,Torneo Final,£3.33m,31,£2.00m,24,"-1,48 Mill. £",2008.0
695,169,AZ Alkmaar,Eredivisie,£3.24m,15,£2.52m,12,-800 Th. £,2008.0
696,170,Qatar Sports Club,Qatar,£3.19m,6,-,9,"-3,54 Mill. £",2008.0
697,171,Club Necaxa,Liga MX Clausura,£3.15m,50,£4.32m,45,"1,30 Mill. £",2008.0
698,172,Birmingham City,Championship,£3.15m,36,£9.79m,36,"7,38 Mill. £",2008.0
699,173,Beitar Jerusalem,Ligat ha'Al,£3.15m,13,£1.19m,11,"-2,18 Mill. £",2008.0
700,174,CF Monterrey,Liga MX Clausura,£2.97m,41,£3.78m,32,900 Th. £,2008.0
701,175,Genoa Primavera,Primavera A,£2.97m,8,£540k,12,"-2,70 Mill. £",2008.0
703,176,FC Midtjylland,Superligaen,£2.97m,20,£7.79m,16,"5,35 Mill. £",2008.0
704,177,Arminia Bielefeld,Bundesliga,£2.88m,15,£1.64m,19,"-1,38 Mill. £",2008.0
705,178,Zamalek SC,Premier League,£2.83m,19,£2.22m,17,-670 Th. £,2008.0
706,179,Red Star Belgrade,SuperLiga,£2.76m,50,£8.19m,41,"6,03 Mill. £",2008.0
707,180,Club Atlético Banfield,Torneo Final,£2.72m,20,£7.34m,24,"5,14 Mill. £",2008.0
708,181,UNAM Pumas,Liga MX Clausura,£2.70m,8,£4.77m,9,"2,30 Mill. £",2008.0
709,182,FC Lorient,Ligue 1,£2.70m,19,-,18,"-3,00 Mill. £",2008.0
710,183,Terek Grozny,Premier Liga,£2.70m,22,-,20,"-3,00 Mill. £",2008.0
711,184,Club Atlético Independiente,Torneo Final,£2.66m,26,£14.07m,19,"12,68 Mill. £",2008.0
712,185,Reading FC,Championship,£2.48m,39,£15.21m,43,"14,14 Mill. £",2008.0
713,186,Club Atlético San Lorenzo de Almagro,Torneo Final,£2.48m,21,£9.34m,22,"7,63 Mill. £",2008.0
714,187,FK Partizan Belgrade,SuperLiga,£2.39m,29,£14.70m,30,"13,68 Mill. £",2008.0
715,188,Monarcas Morelia,Liga MX Clausura,£2.34m,21,-,22,"-2,60 Mill. £",2008.0
716,189,FC Energie Cottbus,Bundesliga,£2.34m,17,£648k,16,"-1,88 Mill. £",2008.0
717,190,Unirea Urziceni,Liga 1,£2.34m,17,£2.57m,17,260 Th. £,2008.0
718,191,Al-Shabab Al-Arabi Club,United Arab Emirates,£2.25m,7,-,5,"-2,50 Mill. £",2008.0
719,192,Arsenal FC U18,England,£2.21m,4,-,11,"-2,45 Mill. £",2008.0
720,193,Cruzeiro Esporte Clube,Série A,£2.20m,102,£20.52m,109,"20,36 Mill. £",2008.0
721,194,Barnsley FC,Championship,£2.11m,20,£729k,25,"-1,53 Mill. £",2008.0
722,195,Lech Poznan,Ekstraklasa,£2.10m,24,£639k,20,"-1,62 Mill. £",2008.0
723,196,AC Sparta Praha,Fortuna Liga,£2.08m,28,£4.91m,27,"3,14 Mill. £",2008.0
724,197,Bröndby IF,Superligaen,£2.07m,12,£3.15m,13,"1,20 Mill. £",2008.0
725,198,Nagoya Grampus,J1 League,£2.07m,10,-,13,"-2,30 Mill. £",2008.0
726,199,Al-Nassr FC,Saudi Arabia,£1.98m,5,-,6,"-2,20 Mill. £",2008.0
727,200,Milan Primavera,Primavera B,£1.98m,17,£90k,20,"-2,10 Mill. £",2008.0
729,201,Plymouth Argyle,Championship,£1.97m,33,£2.25m,31,310 Th. £,2008.0
730,202,Pandurii Targu Jiu,Liga 1,£1.94m,28,£1.53m,33,-450 Th. £,2008.0
731,203,Gloria Bistrita,Liga 1,£1.94m,42,£1.46m,42,-525 Th. £,2008.0
732,204,SC Braga,Liga NOS,£1.92m,49,-,31,"-2,13 Mill. £",2008.0
733,205,Maccabi Tel Aviv,Ligat ha'Al,£1.88m,19,£180k,15,"-1,89 Mill. £",2008.0
734,206,El Ahly Cairo,Premier League,£1.87m,20,£855k,18,"-1,13 Mill. £",2008.0
735,207,Metalurh Donetsk,Premier Liga,£1.86m,28,£675k,30,"-1,32 Mill. £",2008.0
736,208,Southampton FC,Championship,£1.82m,37,£3.04m,29,"1,36 Mill. £",2008.0
737,209,Tecos de la Universidad Autónoma de Guadalajara,Liga MX Clausura,£1.80m,38,£3.60m,36,"2,00 Mill. £",2008.0
738,210,Brasa Futebol Clube (SP),Brazil,£1.80m,26,£41k,21,"-1,96 Mill. £",2008.0
739,211,Vissel Kobe,J1 League,£1.76m,16,£1.80m,17,50 Th. £,2008.0
740,212,1.FSV Mainz 05,2.Bundesliga,£1.75m,12,£4.24m,12,"2,77 Mill. £",2008.0
741,213,Club Atlético Vélez Sarsfield,Torneo Final,£1.73m,30,£10.32m,21,"9,55 Mill. £",2008.0
742,214,Bunyodkor Tashkent,Uzbekistan,£1.71m,8,-,7,"-1,90 Mill. £",2008.0
743,215,Karlsruher SC,Bundesliga,£1.71m,7,£2.61m,8,"1,00 Mill. £",2008.0
744,216,Saturn Ramenskoe,Premier Liga,£1.71m,13,£4.42m,19,"3,01 Mill. £",2008.0
745,217,Genclerbirligi Ankara,Süper Lig,£1.71m,60,£360k,37,"-1,50 Mill. £",2008.0
746,218,Clube de Regatas do Flamengo,Série A,£1.68m,47,£7.79m,52,"6,78 Mill. £",2008.0
747,219,FC Empoli,Serie B,£1.67m,36,£12.96m,28,"12,55 Mill. £",2008.0
748,220,1.FC Kaiserslautern,2.Bundesliga,£1.61m,18,£122k,16,"-1,65 Mill. £",2008.0
749,221,Asteras Tripolis,Super League,£1.60m,22,£225k,19,"-1,53 Mill. £",2008.0
750,222,Al-Wahda FC Abu Dhabi,United Arab Emirates,£1.59m,8,£1.49m,9,-120 Th. £,2008.0
751,223,Hapoel Tel Aviv,Ligat ha'Al,£1.58m,20,-,18,"-1,75 Mill. £",2008.0
752,224,Norwich City,Championship,£1.58m,29,£1.94m,35,400 Th. £,2008.0
753,225,FC Utrecht,Eredivisie,£1.58m,13,£2.25m,14,750 Th. £,2008.0
755,226,SK Slavia Prag,Fortuna Liga,£1.55m,27,£7.74m,23,"6,88 Mill. £",2008.0
756,227,Panionios Athens,Super League,£1.55m,35,£3.51m,27,"2,18 Mill. £",2008.0
757,228,CF Pachuca,Liga MX Clausura,£1.53m,19,£630k,24,"-1,00 Mill. £",2008.0
758,229,Gaz Metan Medias,Liga 1,£1.51m,20,£1.49m,21,-25 Th. £,2008.0
759,230,Eskisehirspor,Süper Lig,£1.51m,29,-,30,"-1,68 Mill. £",2008.0
760,231,Standard Liège,Jupiler Pro League,£1.49m,18,£19.58m,13,"20,11 Mill. £",2008.0
761,232,Kuban Krasnodar,Premier Liga,£1.49m,24,£2.25m,21,850 Th. £,2008.0
762,233,CS Otopeni,Liga 1,£1.49m,30,£360k,22,"-1,25 Mill. £",2008.0
763,234,Legia Warszawa,Ekstraklasa,£1.48m,26,£734k,18,-830 Th. £,2008.0
764,235,Sampdoria Primavera,Primavera A,£1.47m,13,-,19,"-1,63 Mill. £",2008.0
765,236,Krylya Sovetov Samara,Premier Liga,£1.44m,8,£675k,9,-850 Th. £,2008.0
766,237,Atlético Nacional,Liga Águila II,£1.44m,24,£3.15m,23,"1,90 Mill. £",2008.0
767,238,ACS SR Brasov,Liga 1,£1.44m,16,£275k,16,"-1,30 Mill. £",2008.0
768,239,Poços de Caldas Futebol Clube (MG),Brazil,£1.44m,2,-,2,"-1,60 Mill. £",2008.0
769,240,Grêmio Foot-Ball Porto Alegrense,Série A,£1.36m,46,£4.23m,47,"3,19 Mill. £",2008.0
770,241,Hacettepespor,Süper Lig,£1.35m,49,£1.53m,41,200 Th. £,2008.0
771,242,Ajax Amsterdam U19,U19 Eredivisie,£1.35m,13,-,21,"-1,50 Mill. £",2008.0
772,243,Real Murcia CF,LaLiga2,£1.35m,27,£2.43m,28,"1,20 Mill. £",2008.0
773,244,Real Madrid U17,Spain,£1.35m,5,-,6,"-1,50 Mill. £",2008.0
774,245,Górnik Zabrze,Ekstraklasa,£1.35m,25,-,25,"-1,50 Mill. £",2008.0
775,246,Club Atlético River Plate,Torneo Final,£1.23m,28,£11.25m,20,"11,13 Mill. £",2008.0
776,247,Club Atlético Rosario Central,Torneo Final,£1.17m,25,£4.41m,23,"3,60 Mill. £",2008.0
777,248,Deportivo Guadalajara,Liga MX Clausura,£900k,31,£5.76m,24,"5,40 Mill. £",2008.0
778,249,Atlas Guadalajara,Liga MX Clausura,£765k,22,£4.59m,27,"4,25 Mill. £",2008.0
779,250,Club Atlético Boca Juniors,Torneo Final,£720k,33,£20.94m,19,"22,47 Mill. £",2008.0
781,1,Real Madrid,LaLiga,£232.65m,10,£79.65m,14,"-170,00 Mill. £",2009.0
782,2,Manchester City,Premier League,£132.57m,31,£27.86m,30,"-116,35 Mill. £",2009.0
783,3,FC Barcelona,LaLiga,£102.15m,12,£22.05m,10,"-89,00 Mill. £",2009.0
784,4,FC Internazionale,Serie A,£84.78m,62,£98.19m,43,"14,90 Mill. £",2009.0
785,5,Olympique Lyon,Ligue 1,£73.53m,17,£47.70m,12,"-28,70 Mill. £",2009.0
786,6,Genoa CFC,Serie A,£70.87m,89,£58.01m,58,"-14,29 Mill. £",2009.0
787,7,Bayern Munich,Bundesliga,£68.13m,19,£20.66m,12,"-52,75 Mill. £",2009.0
788,8,Juventus FC,Serie A,£53.37m,55,£12.87m,33,"-45,00 Mill. £",2009.0
789,9,SSC Napoli,Serie A,£49.64m,36,£4.28m,22,"-50,40 Mill. £",2009.0
790,10,Aston Villa,Premier League,£42.21m,26,£19.89m,19,"-24,80 Mill. £",2009.0
791,11,Sunderland AFC,Premier League,£41.49m,27,£19.15m,30,"-24,83 Mill. £",2009.0
792,12,Liverpool FC,Premier League,£39.15m,24,£43.70m,26,"5,05 Mill. £",2009.0
793,13,Olympique Marseille,Ligue 1,£38.07m,32,£25.02m,23,"-14,50 Mill. £",2009.0
794,14,Tottenham Hotspur,Premier League,£36.27m,41,£28.53m,37,"-8,60 Mill. £",2009.0
795,15,ACF Fiorentina,Serie A,£34.62m,49,£40.50m,33,"6,53 Mill. £",2009.0
796,16,SL Benfica,Liga NOS,£30.87m,67,£6.15m,42,"-27,47 Mill. £",2009.0
797,17,Zenit St. Petersburg,Premier Liga,£28.62m,17,£22.05m,13,"-7,30 Mill. £",2009.0
798,18,FC Porto,Liga NOS,£28.56m,81,£65.60m,58,"41,16 Mill. £",2009.0
799,19,Fenerbahce SK,Süper Lig,£28.26m,12,£3.51m,15,"-27,50 Mill. £",2009.0
800,20,SS Lazio,Serie A,£28.08m,44,£11.88m,27,"-18,00 Mill. £",2009.0
801,21,Hamburger SV,Bundesliga,£27.41m,22,£7.65m,18,"-21,95 Mill. £",2009.0
802,22,Chelsea FC,Premier League,£27.00m,24,£3.42m,19,"-26,20 Mill. £",2009.0
803,23,FC Girondins Bordeaux,Ligue 1,£25.65m,23,£9.90m,13,"-17,50 Mill. £",2009.0
804,24,Sevilla FC,LaLiga,£24.75m,17,£8.37m,12,"-18,20 Mill. £",2009.0
805,25,Manchester United,Premier League,£24.66m,23,£94.02m,21,"77,07 Mill. £",2009.0
807,26,Parma FC,Serie A,£24.62m,61,£30.12m,46,"6,11 Mill. £",2009.0
808,27,VfL Wolfsburg,Bundesliga,£24.57m,18,£3.06m,15,"-23,90 Mill. £",2009.0
809,28,Stoke City,Premier League,£23.45m,26,£5.85m,25,"-19,55 Mill. £",2009.0
810,29,Besiktas JK,Süper Lig,£21.54m,32,£90k,19,"-23,83 Mill. £",2009.0
811,30,Everton FC,Premier League,£20.97m,17,£25.51m,17,"5,04 Mill. £",2009.0
812,31,Al Sadd Sports Club,Qatar,£20.61m,16,£18.18m,18,"-2,70 Mill. £",2009.0
813,32,Villarreal CF,LaLiga,£20.61m,14,£10.16m,15,"-11,62 Mill. £",2009.0
814,33,Dinamo Moscow,Premier Liga,£20.16m,11,£5.85m,9,"-15,90 Mill. £",2009.0
815,34,AC Milan,Serie A,£19.89m,43,£72.59m,26,"58,56 Mill. £",2009.0
816,35,West Ham United,Premier League,£19.49m,24,£37.17m,26,"19,65 Mill. £",2009.0
817,36,Calcio Catania,Serie A,£19.35m,46,£1.04m,31,"-20,35 Mill. £",2009.0
818,37,Birmingham City,Premier League,£18.05m,28,£360k,29,"-19,65 Mill. £",2009.0
819,38,AS Saint-Étienne,Ligue 1,£17.55m,15,£12.96m,15,"-5,10 Mill. £",2009.0
820,39,Wolverhampton Wanderers,Premier League,£17.51m,34,£783k,29,"-18,58 Mill. £",2009.0
821,40,AS Bari,Serie A,£17.22m,69,£1.61m,51,"-17,34 Mill. £",2009.0
822,41,Wigan Athletic,Premier League,£16.59m,21,£23.47m,20,"7,65 Mill. £",2009.0
823,42,Udinese Calcio,Serie A,£16.50m,88,£32.67m,53,"17,97 Mill. £",2009.0
824,43,VfB Stuttgart,Bundesliga,£16.29m,13,£27.86m,12,"12,85 Mill. £",2009.0
825,44,Lokomotiv Moscow,Premier Liga,£16.20m,20,£9.72m,14,"-7,20 Mill. £",2009.0
826,45,US Palermo,Serie A,£15.57m,53,£11.51m,38,"-4,51 Mill. £",2009.0
827,46,Atlético Madrid,LaLiga,£15.53m,16,£16.11m,15,650 Th. £,2009.0
828,47,Dnipro Dnipropetrovsk,Premier Liga,£14.88m,28,-,22,"-16,53 Mill. £",2009.0
829,48,Galatasaray SK,Süper Lig,£14.80m,29,£2.34m,30,"-13,84 Mill. £",2009.0
830,49,TSG 1899 Hoffenheim,Bundesliga,£14.63m,14,£203k,9,"-16,03 Mill. £",2009.0
831,50,Panathinaikos Athens,Super League,£14.54m,33,£3.56m,24,"-12,20 Mill. £",2009.0
833,51,Dynamo Kyiv,Premier Liga,£14.13m,21,£19.94m,26,"6,45 Mill. £",2009.0
834,52,Paris Saint-Germain,Ligue 1,£13.95m,18,£5.67m,17,"-9,20 Mill. £",2009.0
835,53,Sporting CP,Liga NOS,£13.50m,45,£90k,30,"-14,90 Mill. £",2009.0
836,54,Al-Jazira (Abu Dhabi),United Arab Emirates,£13.50m,5,£4.50m,4,"-10,00 Mill. £",2009.0
837,55,AC Siena,Serie A,£13.41m,61,£24.48m,46,"12,30 Mill. £",2009.0
838,56,Hull City,Premier League,£13.37m,24,£14.58m,27,"1,35 Mill. £",2009.0
839,57,Stade Rennais FC,Ligue 1,£13.14m,24,£12.42m,21,-798 Th. £,2009.0
840,58,Real Zaragoza,LaLiga,£12.96m,23,£9.82m,23,"-3,49 Mill. £",2009.0
841,59,Celtic FC,Premiership,£12.83m,27,£9.42m,31,"-3,79 Mill. £",2009.0
842,60,Shakhtar Donetsk,Premier Liga,£12.60m,13,£36.17m,14,"26,19 Mill. £",2009.0
843,61,CSKA Moscow,Premier Liga,£12.46m,21,£20.34m,19,"8,76 Mill. £",2009.0
844,62,Burnley FC,Premier League,£12.19m,33,£81k,20,"-13,45 Mill. £",2009.0
845,63,Blackburn Rovers,Premier League,£11.95m,39,£32.99m,35,"23,37 Mill. £",2009.0
846,64,SV Werder Bremen,Bundesliga,£11.70m,21,£29.14m,16,"19,38 Mill. £",2009.0
847,65,Ajax Amsterdam,Eredivisie,£11.07m,16,£11.83m,15,840 Th. £,2009.0
848,66,Getafe CF,LaLiga,£11.03m,13,£10.26m,14,-850 Th. £,2009.0
849,67,Arsenal FC,Premier League,£10.80m,23,£42.93m,17,"35,70 Mill. £",2009.0
